command_idx,samples,cmd_vx,cmd_vy,cmd_wz,reset_count,mean_actual_vx,mean_err_vx,mae_vx,rmse_vx,mean_actual_vy,mean_err_vy,mae_vy,rmse_vy,mean_actual_wz,mean_err_wz,mae_wz,rmse_wz
0,10,0.5,0.1,0.0,0,0.4902939237352667,-0.009706076264733288,0.036489289566015146,0.07248671108612485,0.050115629352628165,-0.04988437064737184,0.054113583153919585,0.06985023512389607,0.0036693199072033167,0.0036693199072033167,0.024253281159326436,0.03408389030197969
