command_idx,sample_idx,time_s,cmd_vx,cmd_vy,cmd_wz,actual_vx,actual_vy,actual_wz,err_vx,err_vy,err_wz,start_x,start_y,start_yaw,end_x,end_y,end_yaw,reset,reset_reason
0,0,0.5,0.5,0.1,0.0,0.27734541547814756,-0.021602469175646507,0.002817717380821705,-0.22265458452185244,-0.12160246917564652,0.002817717380821705,0.0010071510914713144,-0.00011416047345846891,0.0015373311471194029,0.13969630002975464,-0.010702196508646011,0.0029461898375302553,False,
0,1,1.0,0.5,0.1,0.0,0.49167775536811026,0.1211460625327388,0.07941409340128303,-0.008322244631889741,0.02114606253273879,0.07941409340128303,0.13969630002975464,-0.010702196508646011,0.0029461898375302553,0.3853556513786316,0.05059485882520676,0.04265323653817177,False,
0,2,1.5,0.5,0.1,0.0,0.5175868423292812,-0.03623170618690244,-0.019784212112426758,0.017586842329281205,-0.13623170618690245,-0.019784212112426758,0.3853556513786316,0.05059485882520676,0.04265323653817177,0.6446861624717712,0.04353051260113716,0.03276113048195839,False,
0,3,2.0,0.5,0.1,0.0,0.5206371614324563,0.08675769303969832,-0.059051398653537035,0.020637161432456308,-0.01324230696030168,-0.059051398653537035,0.6446861624717712,0.04353051260113716,0.03276113048195839,0.9034441709518433,0.09541288763284683,0.003235431155189872,False,
0,4,2.5,0.5,0.1,0.0,0.5071059641813838,0.07409100638883316,0.014462024439126253,0.0071059641813837615,-0.025908993611166845,0.014462024439126253,0.9034441709518433,0.09541288763284683,0.003235431155189872,1.1568759679794312,0.13327854871749878,0.010466443374752998,False,
0,5,3.0,0.5,0.1,0.0,0.5293460368351899,0.0422471183421695,0.011462483555078506,0.02934603683518988,-0.057752881657830504,0.011462483555078506,1.1568759679794312,0.13327854871749878,0.010466443374752998,1.4213134050369263,0.1571710854768753,0.01619768515229225,False,
0,6,3.5,0.5,0.1,0.0,0.5129825205282798,0.05607402009151666,0.004575934261083603,0.01298252052827975,-0.04392597990848335,0.004575934261083603,1.4213134050369263,0.1571710854768753,0.01619768515229225,1.6773169040679932,0.18935880064964294,0.018485652282834053,False,
0,7,4.0,0.5,0.1,0.0,0.5000085091085801,0.07878721613183448,0.005653157830238342,8.50910858007925e-06,-0.021212783868165525,0.005653157830238342,1.6773169040679932,0.18935880064964294,0.018485652282834053,1.926550269126892,0.23336690664291382,0.021312231197953224,False,
0,8,4.5,0.5,0.1,0.0,0.5257705149286107,0.008565032984730355,0.02122759446501732,0.02577051492861071,-0.09143496701526965,0.02122759446501732,1.926550269126892,0.23336690664291382,0.021312231197953224,2.189284563064575,0.24325069785118103,0.031926028430461884,False,
0,9,5.0,0.5,0.1,0.0,0.5204785171626276,0.09132231937730936,-0.024084195494651794,0.020478517162627607,-0.008677680622690642,-0.024084195494651794,2.189284563064575,0.24325069785118103,0.031926028430461884,2.4479336738586426,0.29719558358192444,0.019883930683135986,False,
