command_idx,samples,cmd_vx,cmd_vy,cmd_wz,reset_count,mean_actual_vx,mean_err_vx,mae_vx,rmse_vx,mean_actual_vy,mean_err_vy,mae_vy,rmse_vy,mean_actual_wz,mean_err_wz,mae_wz,rmse_wz
0,2,0.5,0.0,0.0,0,0.3876848672071754,-0.11231513279282462,0.11231513279282462,0.15477222035933313,0.021005605336905958,0.021005605336905958,0.06113809746721635,0.06464597758159976,0.0467310615349561,0.0467310615349561,0.0467310615349561,0.06454590955467794
