command_idx,samples,cmd_vx,cmd_vy,cmd_wz,reset_count,mean_actual_vx,mean_err_vx,mae_vx,rmse_vx,mean_actual_vy,mean_err_vy,mae_vy,rmse_vy,mean_actual_wz,mean_err_wz,mae_wz,rmse_wz
0,10,1.0,0.1,0.33,0,0.8548188516438394,-0.14518114835616075,0.14518114835616075,0.23972110474007954,0.07712363147034244,-0.022876368529657555,0.05732404002010357,0.07201631606364442,0.11355266408063472,-0.21644733591936532,0.21644733591936532,0.22597326820274513
