command_idx,samples,cmd_vx,cmd_vy,cmd_wz,reset_count,mean_actual_vx,mean_err_vx,mae_vx,rmse_vx,mean_actual_vy,mean_err_vy,mae_vy,rmse_vy,mean_actual_wz,mean_err_wz,mae_wz,rmse_wz
0,10,1.0,0.0,0.33,0,0.8634855063067193,-0.13651449369328075,0.13651449369328075,0.2381864186626229,0.017450556623721466,0.017450556623721466,0.05787987708918986,0.06539533906456324,0.1208990438375622,-0.20910095616243782,0.20910095616243782,0.2192912548772768
