command_idx,samples,cmd_vx,cmd_vy,cmd_wz,reset_count,mean_actual_vx,mean_err_vx,mae_vx,rmse_vx,mean_actual_vy,mean_err_vy,mae_vy,rmse_vy,mean_actual_wz,mean_err_wz,mae_wz,rmse_wz
0,10,0.5,0.1,0.33,0,0.46660709841633635,-0.03339290158366365,0.036632475071041316,0.0747027614827679,0.046753486597354565,-0.05324651340264545,0.054402948534301776,0.07141524123643497,0.12343174056150019,-0.20656825943849982,0.20656825943849982,0.20829387469925092
