command_idx,sample_idx,time_s,cmd_vx,cmd_vy,cmd_wz,actual_vx,actual_vy,actual_wz,err_vx,err_vy,err_wz,start_x,start_y,start_yaw,end_x,end_y,end_yaw,reset,reset_reason
0,0,0.5,0.5,0.1,0.33,0.2711054219688937,-0.02726680367226846,0.07923868903890252,-0.2288945780311063,-0.12726680367226847,-0.2507613109610975,0.0010071510914713144,-0.00011416047345846891,0.0015373311471194029,0.1365806609392166,-0.013539156876504421,0.04115667566657066,False,
0,1,1.0,0.5,0.1,0.33,0.46991330669853587,0.10578217565828171,0.17419464141130447,-0.03008669330146413,0.005782175658281707,-0.15580535858869554,0.1365806609392166,-0.013539156876504421,0.04115667566657066,0.3691621422767639,0.04897444695234299,0.1282539963722229,False,
0,2,1.5,0.5,0.1,0.33,0.48657402560469504,-0.033307246504242854,0.10845518112182617,-0.013425974395304963,-0.13330724650424286,-0.22154481887817384,0.3691621422767639,0.04897444695234299,0.1282539963722229,0.6125810146331787,0.0635746642947197,0.182481586933136,False,
0,3,2.0,0.5,0.1,0.33,0.4985707436675428,0.047300600440274426,0.1100587248802185,-0.0014292563324572183,-0.05269939955972558,-0.2199412751197815,0.6125810146331787,0.0635746642947197,0.182481586933136,0.8534355163574219,0.13207022845745087,0.23751094937324524,False,
0,4,2.5,0.5,0.1,0.33,0.4685750165382496,0.09400804470502064,0.1249653697013855,-0.03142498346175038,-0.0059919552949793675,-0.20503463029861452,0.8534355163574219,0.13207022845745087,0.23751094937324524,1.0700864791870117,0.23287883400917053,0.299993634223938,False,
0,5,3.0,0.5,0.1,0.33,0.513944361823785,0.05296152772377069,0.1460099220275879,0.013944361823785001,-0.047038472276229315,-0.18399007797241212,1.0700864791870117,0.23287883400917053,0.299993634223938,1.3077564239501953,0.3341158330440521,0.37299859523773193,False,
0,6,3.5,0.5,0.1,0.33,0.5022535056131033,0.050325891651999105,0.11551094055175781,0.002253505613103335,-0.0496741083480009,-0.2144890594482422,1.3077564239501953,0.3341158330440521,0.37299859523773193,1.5324457883834839,0.4490615129470825,0.43075406551361084,False,
0,7,4.0,0.5,0.1,0.33,0.467690393068797,0.08889934401072166,0.13274157047271729,-0.032309606931202994,-0.01110065598927834,-0.19725842952728273,1.5324457883834839,0.4490615129470825,0.43075406551361084,1.7263692617416382,0.587094247341156,0.4971248507499695,False,
0,8,4.5,0.5,0.1,0.33,0.4964608508477013,0.00438726438194445,0.14947664737701416,-0.003539149152298693,-0.09561273561805556,-0.18052335262298586,1.7263692617416382,0.587094247341156,0.4971248507499695,1.9435070753097534,0.7074035406112671,0.5718631744384766,False,
0,9,5.0,0.5,0.1,0.33,0.49098335833205986,0.08444406757804426,0.0936657190322876,-0.00901664166794014,-0.015555932421955743,-0.23633428096771242,1.9435070753097534,0.7074035406112671,0.5718631744384766,2.127089023590088,0.8757678270339966,0.6186960339546204,False,
