command_idx,samples,cmd_vx,cmd_vy,cmd_wz,reset_count,mean_actual_vx,mean_err_vx,mae_vx,rmse_vx,mean_actual_vy,mean_err_vy,mae_vy,rmse_vy,mean_actual_wz,mean_err_wz,mae_wz,rmse_wz
0,10,0.5,0.1,0.66,0,0.4359499762528182,-0.06405002374718176,0.06405002374718176,0.0895908721872342,0.044858085961494626,-0.05514191403850538,0.055989247722180745,0.0730819778804666,0.23381829098798335,-0.4261817090120167,0.4261817090120167,0.4280037503766322
