episode,seed,status,success,steps,sim_time,wall_time,final_x,final_y,final_yaw,goal_distance,goal_x_error,yaw_error,reference_path_length,path_length,spl,reference_time,spt,min_height,max_roll,max_pitch,max_ctrl_abs,max_obstacle_pixels,max_height_fdm_hit_count,max_height_fdm_geom_count,height_fdm_x_min,height_fdm_x_max,height_fdm_y_min,height_fdm_y_max,height_top_geoms_at_max_fdm_hits,max_fdm_risk,max_fdm_scan_cost,illegal_contact_steps,max_illegal_contact_streak,last_illegal_contact_pair
0,0,timeout,False,1,0.02,0.9429925000295043,-1.090940713766031e-05,-5.554943882657426e-08,2.8084647851756017e-07,5.000010909407138,5.000010909407138,2.8084647851756017e-07,5.0,1.0909548562401089e-05,0.0,5.0,0.0,0.7910705208778381,1.4534450087921869e-07,0.00039776647463440895,0.0,0,0,0,nan,nan,nan,nan,,0.0,0.0,0,0,
