command_idx,samples,cmd_vx,cmd_vy,cmd_wz,reset_count,mean_actual_vx,mean_err_vx,mae_vx,rmse_vx,mean_actual_vy,mean_err_vy,mae_vy,rmse_vy,mean_actual_wz,mean_err_wz,mae_wz,rmse_wz
0,10,1.0,0.1,0.0,0,0.875961688889816,-0.12403831111018397,0.12562928978710852,0.23598189226561042,0.065560674207825,-0.03443932579217499,0.057820222566538196,0.07085696478050006,-0.0025470250751823188,-0.0025470250751823188,0.04387854575179517,0.054504522224667715
