command_idx,sample_idx,time_s,cmd_vx,cmd_vy,cmd_wz,actual_vx,actual_vy,actual_wz,err_vx,err_vy,err_wz,start_x,start_y,start_yaw,end_x,end_y,end_yaw,reset,reset_reason
0,0,0.5,1.0,0.1,0.0,0.30148471845527713,-0.03153489708102863,-0.09154498716816306,-0.6985152815447229,-0.13153489708102864,-0.09154498716816306,0.0010071510914713144,-0.00011416047345846891,0.0015373311471194029,0.1517735719680786,-0.01564984954893589,-0.04423516243696213,False,
0,1,1.0,1.0,0.1,0.0,0.7788415804424658,0.1553182063629004,0.013394959270954132,-0.22115841955753424,0.055318206362900385,0.013394959270954132,0.1517735719680786,-0.01564984954893589,-0.04423516243696213,0.544247567653656,0.04471281170845032,-0.03753768280148506,False,
0,2,1.5,1.0,0.1,0.0,0.9194384021060759,-0.02293410894674066,0.026913870126008987,-0.08056159789392414,-0.12293410894674067,0.026913870126008987,0.544247567653656,0.04471281170845032,-0.03753768280148506,1.003212571144104,0.01600109413266182,-0.024080747738480568,False,
0,3,2.0,1.0,0.1,0.0,0.9548300162529755,0.08057806878251375,-0.10804059728980064,-0.04516998374702452,-0.019421931217486255,-0.10804059728980064,1.003212571144104,0.01600109413266182,-0.024080747738480568,1.4814592599868774,0.04478304833173752,-0.07810104638338089,False,
0,4,2.5,1.0,0.1,0.0,0.9423598782814231,0.1216632253689734,0.03975818306207657,-0.05764012171857691,0.021663225368973388,0.03975818306207657,1.4814592599868774,0.04478304833173752,-0.07810104638338089,1.955949068069458,0.0686669796705246,-0.058221954852342606,False,
0,5,3.0,1.0,0.1,0.0,1.0079548933846227,0.04241617361200031,0.009635776281356812,0.007954893384622741,-0.05758382638799969,0.009635776281356812,1.955949068069458,0.0686669796705246,-0.058221954852342606,2.4603066444396973,0.06051315367221832,-0.0534040667116642,False,
0,6,3.5,1.0,0.1,0.0,0.9848775181660168,0.0934558776837549,0.05671647563576698,-0.015122481833983237,-0.006544122316245099,0.05671647563576698,2.4603066444396973,0.06051315367221832,-0.0534040667116642,2.9545376300811768,0.08088874071836472,-0.02504582889378071,False,
0,7,4.0,1.0,0.1,0.0,0.9434474350103268,0.012526014350579389,-0.03254226967692375,-0.056552564989673204,-0.08747398564942062,-0.03254226967692375,2.9545376300811768,0.08088874071836472,-0.02504582889378071,3.4262702465057373,0.07533630728721619,-0.041316963732242584,False,
0,8,4.5,1.0,0.1,0.0,0.9947116382055058,0.06419512980535506,0.007907181978225708,-0.005288361794494212,-0.03580487019464494,0.007907181978225708,3.4262702465057373,0.07533630728721619,-0.041316963732242584,3.924527406692505,0.08686309307813644,-0.03736337274312973,False,
0,9,5.0,1.0,0.1,0.0,0.9316708085934707,0.13992305213994222,0.05233115702867508,-0.06832919140652927,0.03992305213994221,0.05233115702867508,3.924527406692505,0.08686309307813644,-0.03736337274312973,4.392651081085205,0.13937465846538544,-0.01119779422879219,False,
