command_idx,samples,cmd_vx,cmd_vy,cmd_wz,reset_count,mean_actual_vx,mean_err_vx,mae_vx,rmse_vx,mean_actual_vy,mean_err_vy,mae_vy,rmse_vy,mean_actual_wz,mean_err_wz,mae_wz,rmse_wz
0,10,1.0,0.1,0.66,0,0.8358735101560837,-0.16412648984391626,0.16412648984391626,0.2443045852246556,0.0835171699544319,-0.01648283004556812,0.05541636781940219,0.07086366430360756,0.2254056437406689,-0.4345943562593312,0.4345943562593312,0.43963943854912235
