command_idx,samples,cmd_vx,cmd_vy,cmd_wz,reset_count,mean_actual_vx,mean_err_vx,mae_vx,rmse_vx,mean_actual_vy,mean_err_vy,mae_vy,rmse_vy,mean_actual_wz,mean_err_wz,mae_wz,rmse_wz
0,10,1.0,0.0,0.66,0,0.8404829780350079,-0.159517021964992,0.159517021964992,0.24217023726524725,0.026997607881109997,0.026997607881109997,0.06427451654436997,0.07035865901443535,0.24097173050977289,-0.41902826949022715,0.41902826949022715,0.4275671040308736
